"Name","AltName","OrigName","County1","County2","County3","State","Established","Continuous","Discontinued","StampIndex","ID","OrigCounty","GNIS.Name","GNIS.County","GNIS.State","GNIS.FEATURE_ID","GNIS.Feature.Class","GNIS.OrigName","GNIS.OrigCounty","GNIS.Latitude","GNIS.Longitude","GNIS.ELEV_IN_M","GNIS.ELEV_IN_FT","GNIS.Match","GNIS.Dist"
"SHEFFIELD MILLS",NA,"SHEFFIELD MILLS","WILCOX",NA,NA,"AL","1828",TRUE,"1829","9",52249,"Wilcox","SHEFFIELD MILL","WILCOX","AL","138584","Locale","Sheffield Mill (historical)","Wilcox","31.9815383","-87.545277","22","72",TRUE,0.933333333333333
"SHELDONS CORNERS",NA,"SHELDONS CORNERS","CHAUTAUQUA",NA,NA,"NY","1890",FALSE,"1900","5",52286,"Chautauqua","SHELDON CORNERS","CHAUTAUQUA","NY","965014","Locale","Sheldon Corners","Chautauqua","42.1797791","-79.6625475","460","1509",TRUE,0.9375
"SHIPP FERRY",NA,"SHIPP FERRY","BAXTER",NA,NA,"AR","1902",TRUE,"1907","6",52502,"Baxter","SHIPPS FERRY","BAXTER","AR","73551","Locale","Shipps Ferry","Baxter","36.212569","-92.3559914","115","377",TRUE,0.909090909090909
"SHIPWITH'S LANDING","SHIPWITHS LANDING","SHIPWITH'S LANDING","ISSAQUENA",NA,NA,"MS","1857",TRUE,"1874","6",52511,"Issaquena","SKIPWITHS LANDING","ISSAQUENA","MS","711156","Locale","Skipwiths Landing","Issaquena","32.948737","-91.0814956","29","95",TRUE,0.888888888888889
"SIMPSON CORNER",NA,"SIMPSON CORNER","PENOBSCOT",NA,NA,"ME","1864",TRUE,"1905","5",52930,"Penobscot","SIMPSON CORNERS","PENOBSCOT","ME","575481","Locale","Simpson Corners","Penobscot","44.7164583","-69.1005992","140","459",TRUE,0.928571428571429
"SOLOMAN",NA,"SOLOMAN","CLEBURNE",NA,NA,"AL","1883",TRUE,"1904","5",53573,"Cleburne","SOLOMON","CLEBURNE","AL","154261","Locale","Solomon (historical)","Cleburne","33.5453878","-85.3646736","318","1043",TRUE,0.857142857142857
"SOLOMAN'S MILLS","SOLOMANS MILLS","SOLOMAN'S MILLS","BARBOUR",NA,NA,"AL","1880",TRUE,"1904","5",53574,"Barbour","SOLOMONS MILLS","BARBOUR","AL","155357","Locale","Solomons Mills","Barbour","31.817939","-85.62161","126","413",TRUE,0.866666666666667
"SOUTH BRIDGE",NA,"SOUTH BRIDGE","WASHINGTON",NA,NA,"PA","1862",TRUE,"1863","9",53766,"Washington","SOUTH-BRIDGE","WASHINGTON","PA","1188124","Locale","South-Bridge","Washington","40.1395164","-80.3511752","314","1030",TRUE,0.916666666666667
"SOWELLS MILL",NA,"SOWELLS MILL","MAURY",NA,NA,"TN","1879",TRUE,"1880","8",54369,"Maury","SOWELLS MILLS","MAURY","TN","1324898","Locale","Sowells Mills (historical)","Maury","35.5981271","-86.9575035","176","577",TRUE,0.916666666666667
"SPECK",NA,"SPECK","UNION",NA,NA,"MS","1902",TRUE,"1903","7",54436,"Union","PECK","UNION","MS","706115","Locale","Peck (historical)","Union","34.4964905","-89.0222867","105","344",TRUE,0.8
"SPOONER'S CORNERS","SPOONERS CORNERS","SPOONER'S CORNERS","OTSEGO",NA,NA,"NY","1853",TRUE,"1876","7",54528,"Otsego","SPOONER CORNERS","OTSEGO","NY","966031","Locale","Spooner Corners","Otsego","42.8481273","-75.1498831","497","1631",TRUE,0.882352941176471
"SPRINGPORT",NA,"SPRINGPORT","PANOLA",NA,NA,"MS","1850",FALSE,"1884","6",54730,"Panola","SPRING PORT","PANOLA","MS","685749","Locale","Spring Port (historical)","Panola","34.3545516","-89.7778659","106","348",TRUE,0.9
"SPURLOCK",NA,"SPURLOCK","AMITE",NA,NA,"MS","1888",TRUE,"1891","6",54798,"Amite","SPURLOCKS","AMITE","MS","685399","Locale","Spurlocks (historical)","Amite","31.2279532","-90.6473233","121","397",TRUE,0.875
"STANTONS MILLS","STANTON'S MILLS","STANTON(')S MILLS","SOMERSET",NA,NA,"PA","1857",TRUE,"1906","4",54954,"Somerset","STANTON MILLS","SOMERSET","PA","1206862","Locale","Stanton Mills","Somerset","40.15841","-78.9803038","496","1627",TRUE,0.928571428571429
"STATELINE",NA,"STATELINE","BROOME",NA,NA,"NY","1891",TRUE,"1908","4",55078,"Broome","STATE LINE","BROOME","NY","966270","Locale","State Line","Broome","42.0031362","-75.6090708","282","925",TRUE,0.888888888888889
"STATEROAD",NA,"STATEROAD","ALLEGANY",NA,NA,"NY","1882",TRUE,"1896","6",55081,"Allegany","STATE ROAD","ALLEGANY","NY","966280","Locale","State Road","Allegany","42.3859","-77.9736146","532","1745",TRUE,0.888888888888889
"STEAM MILL",NA,"STEAM MILL","WARREN",NA,NA,"PA","1850",TRUE,"1871","7",55108,"Warren","STEAM MILLS","WARREN","PA","1210406","Locale","Steam Mills","Warren","41.6347829","-79.4839375","450","1476",TRUE,0.9
"STEELSVILLE",NA,"STEELSVILLE","OKTIBBEHA",NA,NA,"MS","1858",TRUE,"1867","7",55137,"Oktibbeha","STEELVILLE","OKTIBBEHA","MS","705776","Locale","Steelville (historical)","Oktibbeha","33.4115122","-89.0556177","140","459",TRUE,0.909090909090909
"STEPHENS CORNERS",NA,"STEPHENS CORNERS","BRADFORD",NA,NA,"PA","1893",TRUE,"1904","5",55207,"Bradford","STEVENS CORNERS","BRADFORD","PA","1188624","Locale","Stevens Corners","Bradford","41.8206307","-76.2221541","426","1398",TRUE,0.875
"STIX",NA,"STIX","FORREST",NA,NA,"MS","1886",TRUE,"1895","6",55391,"Forrest","STIR","FORREST","MS","683955","Locale","Stir (historical)","Forrest","31.3896164","-89.3853418","54","177",TRUE,0.75
"STONERIDGE",NA,"STONERIDGE","WARREN",NA,NA,"PA","1898",TRUE,"1903","5",55494,"Warren","STONE RIDGE","WARREN","PA","1208908","Locale","Stone Ridge","Warren","41.7550601","-79.2564353","573","1880",TRUE,0.9
"STOWELL'S CORNERS","STOWELLS CORNERS","STOWELL'S CORNERS","JEFFERSON",NA,NA,"NY","1846",TRUE,"1880","6",55612,"Jefferson","STOWELL CORNERS","JEFFERSON","NY","966609","Locale","Stowell Corners","Jefferson","43.9258942","-76.0085353","124","407",TRUE,0.882352941176471
"STUCKEYSVILLE",NA,"STUCKEYSVILLE","BEDFORD",NA,NA,"PA","1863",TRUE,"1879","6",55764,"Bedford","STUCKEYVILLE","BEDFORD","PA","1207181","Locale","Stuckeyville","Bedford","40.0423026","-78.5664073","351","1152",TRUE,0.923076923076923
"SUTTONSCREEK",NA,"SUTTONSCREEK","LUZERNE",NA,NA,"PA","1892",TRUE,"1906","5",56211,"Luzerne","SUTTONS CREEK","LUZERNE","PA","1212545","Locale","Suttons Creek","Luzerne","41.3895234","-75.8718631","265","869",TRUE,0.916666666666667
"SYMM'S MILLS","SYMMS MILLS","SYMM'S MILLS","PICKENS",NA,NA,"SC","1859",TRUE,"1860","9",56465,"Pickens","SYMMES MILL","PICKENS","SC","1243558","Locale","Symmes Mill (historical)","Pickens","34.7264995","-82.722639","232","761",TRUE,0.833333333333333
"THOMASBRIDGE",NA,"THOMASBRIDGE","SULLIVAN",NA,NA,"TN","1874",FALSE,"1902","6",57189,"Sullivan","THOMAS BRIDGE","SULLIVAN","TN","1272469","Locale","Thomas Bridge","Sullivan","36.5081588","-82.2731916","440","1444",TRUE,0.916666666666667
"TODDS CREEK",NA,"TODDS CREEK","PLATTE",NA,NA,"MO","1844",TRUE,"1851","7",57639,"Platte","TODD CREEK","PLATTE","MO","742381","Locale","Todd Creek School (historical)","Platte","39.3252785","-94.6857917","295","968",TRUE,0.909090909090909
"URSINA",NA,"URSINA","WARREN",NA,NA,"MS","1848",FALSE,"1887","7",58982,"Warren","URSINO","WARREN","MS","686389","Locale","Ursino (historical)","Warren","32.1495968","-91.0676081","24","79",TRUE,0.833333333333333
"WACOOCHEE",NA,"WACOOCHEE","RUSSELL",NA,NA,"AL","1837",TRUE,"1861","7",59859,"Russell","OSCOOCHEE","RUSSELL","AL","158122","Locale","Oscoochee","Russell","32.2765386","-84.9540957","85","279",TRUE,0.777777777777778
"WALDROP'S MILLS","WALDROPS MILLS","WALDROP'S MILLS","JEFFERSON",NA,NA,"AL","1858",TRUE,"1872","7",59988,"Jefferson","WALDROPS MILL","JEFFERSON","AL","162133","Locale","Waldrops Mill (historical)","Jefferson","33.4567754","-87.0172165","180","591",TRUE,0.866666666666667
"WALKER'S MILLS","WALKERS MILLS","WALKER'S MILLS","COFFEE",NA,NA,"TN","1853",TRUE,"1856","8",60043,"Coffee","WALKERS MILL","COFFEE","TN","1643901","Locale","Walkers Mill (historical)","Coffee","35.577851","-86.2361036","258","846",TRUE,0.857142857142857
"WELLS LANDING",NA,"WELLS LANDING","HARDIN",NA,NA,"TN","1890",TRUE,"1895","5",61045,"Hardin","WELLES LANDING","HARDIN","TN","1323983","Locale","Welles Landing","Hardin","35.3181339","-88.180868","112","367",TRUE,0.923076923076923
"WELTON",NA,"WELTON","GREENE",NA,NA,"AL","1856",TRUE,"1861","7",61078,"Greene","WESTON","GREENE","AL","132743","Locale","Weston","Greene","32.7445768","-88.0377965","69","226",TRUE,0.833333333333333
"WESOBULGA",NA,"WESOBULGA","CLAY",NA,NA,"AL","1875",FALSE,"1906","4",61148,"Clay","WESTOBULGA","CLAY","AL","139686","Locale","Westobulga (historical)","Clay","33.2437274","-85.6769026","252","827",TRUE,0.888888888888889
"WHEATLEYS MILLS",NA,"WHEATLEYS MILLS","MONTGOMERY",NA,NA,"TN","1848",TRUE,"1851","8",62141,"Montgomery","WHEATLEYS MILL","MONTGOMERY","TN","1319690","Locale","Wheatleys Mill","Montgomery","36.6258803","-87.3655638","124","407",TRUE,0.933333333333333
"WHITE HARE",NA,"WHITE HARE","CEDAR",NA,NA,"MO","1840",FALSE,"1883","5",62263,"Cedar","WHITEHARE","CEDAR","MO","729940","Locale","Whitehare","Cedar","37.5933758","-93.9104928","298","978",TRUE,0.9
"WHITE HILL",NA,"WHITE HILL","CHOCTAW",NA,NA,"MS","1853",TRUE,"1860","8",62268,"Choctaw","WHITE MILL","CHOCTAW","MS","685888","Locale","White Mill (historical)","Choctaw","33.3798459","-89.2692347","125","410",TRUE,0.9
"WILLIAMS CROSS ROADS",NA,"WILLIAMS CROSS ROADS","CHOCTAW",NA,NA,"AL","1839",FALSE,"1866","4",62754,"Choctaw","WILLIAMS CROSSROADS","CHOCTAW","AL","140158","Locale","Williams Crossroads (historical)","Choctaw","32.2245876","-88.1550215","46","151",TRUE,0.95
"WOOD'S STATION","WOOD'S","WOOD'S STATION","CATOOSA",NA,NA,"GA","1837",TRUE,"1907","4",63543,"Catoosa","WOODS STATION","CATOOSA","GA","330356","Locale","Woods Station","Catoosa","34.8048005","-85.1488401","255","837",TRUE,0.928571428571429
"WYLIES MILL",NA,"WYLIES MILL","CHESTER",NA,NA,"SC","1875",TRUE,"1905","4",63802,"Chester","WYLIE MILLS","CHESTER","SC","1230776","Locale","Wylie Mills","Chester","34.707361","-81.2395348","140","459",TRUE,0.818181818181818
"YARBRO'S LANDING","YARBROS LANDING","YARBRO'S LANDING","DECATUR",NA,NA,"TN","1865",TRUE,"1867","8",63900,"Decatur","YARBRO LANDING","DECATUR","TN","1314543","Locale","Yarbro Landing","Decatur","35.4797952","-88.0019737","112","367",TRUE,0.875
"YOUNG'S CROSS ROADS","YOUNGS CROSS ROADS","YOUNG'S CROSS ROADS","LAUDERDALE",NA,NA,"AL","1830",TRUE,"1845","7",64087,"Lauderdale","YOUNGS CROSSROADS","LAUDERDALE","AL","142075","Locale","Youngs Crossroads (historical)","Lauderdale","34.9284191","-87.8430862","196","643",TRUE,0.894736842105263
"CARRICK'S MILLS","CARRICKS MILLS","CARRICK'S MILLS","JACKSON",NA,NA,"AL","1871",TRUE,"1878","7",9086,"Jackson","CARRICKS MILL","JACKSON","AL","139127","Locale","Carricks Mill (historical)","Jackson","34.8542518","-86.1138717","472","1549",TRUE,0.866666666666667
"COWANSHANNOC",NA,"COWANSHANNOC","ARMSTRONG",NA,NA,"PA","1880",TRUE,"1919","3",13063,"Armstrong","COWANSHANNOCK","ARMSTRONG","PA","1212198","Locale","Cowanshannock","Armstrong","40.8436753","-79.4942109","288","945",TRUE,0.916666666666667
"HALCYONDALE",NA,"HALCYONDALE","TIPPAH",NA,NA,"MS","1856",TRUE,"1856","9",24584,"Tippah","HALEYONDALE","TIPPAH","MS","704664","Locale","Haleyondale (historical)","Tippah","34.8667597","-88.9986743","209","686",TRUE,0.909090909090909
"HOLLANDS MILLS",NA,"HOLLANDS MILLS","CARROLL",NA,NA,"GA","1876",TRUE,"1905","4",27025,"Carroll","HOLLAND MILLS","CARROLL","GA","1730655","Locale","Holland Mills (historical)","Carroll","33.5681669","-84.8654941","288","945",TRUE,0.928571428571429
"LOW'S CORNER","LOWS CORNER","LOW'S CORNER","SULLIVAN",NA,NA,"NY","1850",TRUE,"1856","8",34119,"Sullivan","LOWES CORNERS","SULLIVAN","NY","956120","Locale","Lowes Corners","Sullivan","41.8639818","-74.5065451","265","869",TRUE,0.833333333333333
"OAKFOREST",NA,"OAKFOREST","BENTON",NA,NA,"MS","1894",TRUE,"1911","4",42025,"Benton","OAK FOREST","BENTON","MS","704528","Locale","Oak Forest (historical)","Benton","34.9617578","-89.1481226","172","564",TRUE,0.888888888888889
"PACE'S STATION","PACE'S","PACE'S STATION","TWIGGS",NA,NA,"GA","1870",TRUE,"1870","9",43439,"Twiggs","PACES STATION","TWIGGS","GA","354260","Locale","Paces Station","Twiggs","32.5701448","-83.5187927","79","259",TRUE,0.928571428571429
"POINT FARM",NA,"POINT FARM","TERREBONNE",NA,NA,"LA","1875",TRUE,"1876","8",45995,"Terrebonne","POINTE FARMS","TERREBONNE","LA","551938","Locale","Pointe Farms","Terrebonne","29.4766075","-90.5286968","0","0",TRUE,0.8
"ROBESONIA FURNACES",NA,"ROBESONIA FURNACES","BERKS",NA,NA,"PA","1868",TRUE,"1886","2",49062,"Berks","ROBESONIA FURNACE","BERKS","PA","2488397","Locale","Robesonia Furnace (historical)","Berks","40.343519","-76.139749","146","479",TRUE,0.944444444444444
"SETTLE'S STATION","SETTLE'S","SETTLE'S STATION","PLATTE",NA,NA,"MO","1875",TRUE,"1906","5",51920,"Platte","SETTLES STATION","PLATTE","MO","726211","Locale","Settles Station","Platte","39.4049989","-94.7510714","265","869",TRUE,0.9375
"ASHTON'S MILLS","ASHTONS MILLS","ASHTON'S MILLS","FREDERICK",NA,NA,"VA","1849",TRUE,"1858","7",66228,"Frederick","ASHTONS MILL","FREDERICK","VA","1779201","Locale","Ashtons Mill (historical)","Frederick","39.3417671","-78.2266702","186","610",TRUE,0.857142857142857
"BEECHGROVE",NA,"BEECHGROVE","WASHINGTON",NA,NA,"NC","1897",TRUE,"1907","5",67920,"Washington","BEACHGROVE","WASHINGTON","NC","1003422","Locale","Beachgrove","Washington","35.7076621","-76.8291113","14","46",TRUE,0.9
"BELL GROVE SPRINGS",NA,"BELL GROVE SPRINGS","FLEMING",NA,NA,"KY","1862",TRUE,"1862","8",68054,"Fleming","BELLE GROVE SPRINGS","FLEMING","KY","510545","Locale","Belle Grove Springs","Fleming","38.3159125","-83.5382443","221","725",TRUE,0.944444444444444
"BIGLER'S MILLS","BIGLERS MILLS","BIGLER'S MILLS","YORK",NA,NA,"VA","1855",TRUE,"1866","7",68916,"York","BIGLER'S MILL","YORK","VA","1477043","Locale","Bigler's Mill","York","37.3362558","-76.6455108","7","23",TRUE,0.928571428571429
"BLUE LICK SPRINGS",NA,"BLUE LICK SPRINGS","NICHOLAS",NA,NA,"KY","1850",TRUE,"1919","3",69560,"Nicholas","BLUE LICKS SPRING","NICHOLAS","KY","487529","Locale","Blue Licks Spring","Nicholas","38.4231305","-83.9974261","185","607",TRUE,0.882352941176471
"BOWMANS MILLS","BOWMAN'S MILLS","BOWMAN(')S MILLS","ROCKINGHAM",NA,NA,"VA","1828",FALSE,"1875","7",70153,"Rockingham","BOWMANS MILL","ROCKINGHAM","VA","1477953","Locale","Bowmans Mill (historical)","Rockingham","38.424014","-78.9416953","371","1217",TRUE,0.923076923076923
"BRINGLE'S FERRY","BRINGLES FERRY","BRINGLE'S FERRY","ROWAN",NA,NA,"NC","1853",FALSE,"1870","7",70738,"Rowan","BRINGLE FERRY","ROWAN","NC","1009611","Locale","Bringle Ferry","Rowan","35.5962501","-80.2331085","174","571",TRUE,0.866666666666667
"BROADDUS' MILLS","BROADDUS MILLS","BROADDUS' MILLS","CAROLINE",NA,NA,"VA","1801",TRUE,"1813","8",70828,"Caroline","BROADDUS MILL","CAROLINE","VA","1739328","Locale","Broaddus Mill (historical)","Caroline","38.0609675","-77.3472025","48","157",TRUE,0.866666666666667
"BUSH'S MILLS","BUSHS MILLS","BUSH'S MILLS","GALLIA",NA,NA,"OH","1871",TRUE,"1907","3",71927,"Gallia","BUSHS MILL","GALLIA","OH","1062418","Locale","Bushs Mill (historical)","Gallia","38.6292507","-82.173756","174","571",TRUE,0.833333333333333
"CABINCREEK",NA,"CABINCREEK","DORCHESTER",NA,NA,"MD","1891",TRUE,"1902","6",72083,"Dorchester","CABIN CREEK","DORCHESTER","MD","583533","Locale","Cabin Creek","Dorchester","38.6276162","-75.9132694","3","10",TRUE,0.9
"CENTRE POINT",NA,"CENTRE POINT","MONROE",NA,NA,"KY","1835",FALSE,"1894","2",73574,"Monroe","CENTER POINT","MONROE","KY","489267","Locale","Center Point","Monroe","36.706449","-85.5235787","172","564",TRUE,0.833333333333333
"CLEEKS MILLS","CLEEK'S MILLS","CLEEK(')S MILLS","BATH",NA,NA,"VA","1852",FALSE,"1900","5",74725,"Bath","CLEEKS MILL","BATH","VA","1690041","Locale","Cleeks Mill (historical)","Bath","38.1965133","-79.7311616","617","2024",TRUE,0.916666666666667
"COPAL GROVE",NA,"COPAL GROVE","STANLY",NA,NA,"NC","1874",TRUE,"1905","5",75934,"Stanly","CAPAL GROVE","STANLY","NC","1001941","Locale","Capal Grove (historical)","Stanly","35.4054194","-80.308115","200","656",TRUE,0.909090909090909
"DRIPPING SPING",NA,"DRIPPING SPING","EDMONSON",NA,NA,"KY","1811",FALSE,"1859","6",79184,"Edmonson","DRIPPING SPRING","EDMONSON","KY","491117","Locale","Dripping Spring","Edmonson","37.0986574","-86.1927582","177","581",TRUE,0.928571428571429
"DRYWELLS",NA,"DRYWELLS","NASH",NA,NA,"NC","1891",TRUE,"1904","6",79267,"Nash","DRY WELLS","NASH","NC","984370","Locale","Dry Wells","Nash","35.8007112","-78.223607","99","325",TRUE,0.875
"DUMAS FERRY",NA,"DUMAS FERRY","ANSON",NA,NA,"NC","1869",TRUE,"1870","9",79403,"Anson","DUMASS FERRY","ANSON","NC","1002135","Locale","Dumass Ferry (historical)","Anson","35.0882055","-80.0142242","60","197",TRUE,0.909090909090909
"DYER STORE","DYER'S STORE","DYER('S) STORE","HENRY",NA,NA,"VA","1856",FALSE,"1904","4",79662,"Henry","DYERS STORE","HENRY","VA","1466073","Locale","Dyers Store","Henry","36.7493037","-79.7953136","294","965",TRUE,0.9
"EFIRD'S MILLS","EFIRDS MILLS","EFIRD'S MILLS","STANLY",NA,NA,"NC","1848",TRUE,"1916","3",80361,"Stanly","EFIRDS MILL","STANLY","NC","1001946","Locale","Efirds Mill (historical)","Stanly","35.3234762","-80.3289506","134","440",TRUE,0.846153846153846
"ESTELLINE FURNACE",NA,"ESTELLINE FURNACE","AUGUSTA",NA,NA,"VA","1849",TRUE,"1854","8",81481,"Augusta","ESTALINE FURNACE","AUGUSTA","VA","1483316","Locale","Estaline Furnace","Augusta","38.065407","-79.3467038","478","1568",TRUE,0.882352941176471
"ETNA FURNACE",NA,"ETNA FURNACE","HART",NA,NA,"KY","1826",TRUE,"1828","8",81544,"Hart","AETNA FURNACE","HART","KY","485786","Locale","Aetna Furnace","Hart","37.376447","-85.7196875","190","623",TRUE,0.916666666666667
"FARMHILL",NA,"FARMHILL","PIERCE",NA,NA,"WI","1889",TRUE,"1906","5",82198,"Pierce","FARM HILL","PIERCE","WI","1564858","Locale","Farm Hill","Pierce","44.7424653","-92.1562912","351","1152",TRUE,0.875
"FIELD'S STATION","FIELD'S","FIELD'S STATION","GIBSON",NA,NA,"IN","1856",TRUE,"1857","9",82525,"Gibson","FIELDS STATION","GIBSON","IN","452174","Locale","Fields Station","Gibson","38.4467135","-87.5578004","138","453",TRUE,0.933333333333333
"FRUITPLAIN",NA,"FRUITPLAIN","NORTHUMBERLAND",NA,NA,"VA","1925",TRUE,"1934","2",84062,"Northumberland","FRUIT PLAIN","NORTHUMBERLAND","VA","1466907","Locale","Fruit Plain","Northumberland","37.9851313","-76.6094001","31","102",TRUE,0.9
"GARNER'S FORD","GARNERS FORD","GARNER'S FORD","CLEVELAND",NA,NA,"NC","1828",TRUE,"1875","5",84430,"Cleveland","GARDNERS FORD","CLEVELAND","NC","1001551","Locale","Gardners Ford (historical)","Cleveland","35.4156855","-81.5606473","243","797",TRUE,0.846153846153846
"GIVENS",NA,"GIVENS","CRAIG",NA,NA,"VA","1892",TRUE,"1895","7",85034,"Craig","GIVEN","CRAIG","VA","1483648","Locale","Given","Craig","37.5709616","-80.0275494","396","1299",TRUE,0.833333333333333
"HALF WAY",NA,"HALF WAY","WILLIAMSON",NA,NA,"IL","1895",TRUE,"1911","3",86992,"Williamson","HALFWAY","WILLIAMSON","IL","409649","Locale","Halfway","Williamson","37.8006049","-88.8172864","169","554",TRUE,0.875
