"Name","AltName","OrigName","County1","County2","County3","State","Established","Continuous","Discontinued","StampIndex","ID","OrigCounty","GNIS.Name","GNIS.County","GNIS.State","GNIS.FEATURE_ID","GNIS.Feature.Class","GNIS.OrigName","GNIS.OrigCounty","GNIS.Latitude","GNIS.Longitude","GNIS.ELEV_IN_M","GNIS.ELEV_IN_FT","GNIS.Match","GNIS.Dist"
"MARYSVILLE",NA,"MARYSVILLE","PIKE",NA,NA,"IL","1870",TRUE,"1871","8",97678,"Pike","MAYSVILLE","PIKE","IL","422955","Populated Place","Maysville","Pike","39.7075474","-90.799296","216","709",TRUE,0.9
"MASSANORA",NA,"MASSANORA","RAPPAHANNOCK",NA,NA,"VA","1905",TRUE,"1918","4",97738,"Rappahannock","MASSANOVA","RAPPAHANNOCK","VA","1673972","Populated Place","Massanova","Rappahannock","38.6701196","-78.0772203","136","446",TRUE,0.888888888888889
"MASSAPANAX",NA,"MASSAPANAX","SPOTSYLVANIA",NA,NA,"VA","1880",FALSE,"1938","2",97740,"Spotsylvania","MASSAPONAX","SPOTSYLVANIA","VA","1495909","Populated Place","Massaponax","Spotsylvania","38.2398517","-77.436095","25","82",TRUE,0.9
"MASSEYSVILLE",NA,"MASSEYSVILLE","RALEIGH",NA,NA,"WV","1906",TRUE,"1917","4",97747,"Raleigh","MASSEYVILLE","RALEIGH","WV","1555065","Populated Place","Masseyville","Raleigh","37.8381665","-81.4514957","434","1424",TRUE,0.916666666666667
"MATOX BRIDGE","MATTOAX BRIDGE","MAT(T)O(A)X BRIDGE","WESTMORELAND",NA,NA,"VA","1822",TRUE,"1837","5",97771,"Westmoreland","MATTOX BRIDGE","WESTMORELAND","VA","1791425","Populated Place","Mattox Bridge","Westmoreland","38.2034638","-77.0080281","6","20",TRUE,0.916666666666667
"MAULDIN",NA,"MAULDIN","JACKSON",NA,NA,"KY","1857",FALSE,"1867","6",97853,"Jackson","MAULDEN","JACKSON","KY","513826","Populated Place","Maulden","Jackson","37.3556437","-83.8685344","316","1037",TRUE,0.857142857142857
"MAYHEW",NA,"MAYHEW","WALWORTH",NA,NA,"WI","1873",TRUE,"1906","5",97960,"Walworth","MAYHEWS","WALWORTH","WI","1851299","Populated Place","Mayhews (historical)","Walworth","42.7630696","-88.4900988","262","860",TRUE,0.833333333333333
"MAYSVILLE",NA,"MAYSVILLE","HUNTINGTON",NA,NA,"IN","1851",TRUE,"1854","9",97998,"Huntington","CLAYSVILLE","HUNTINGTON","IN","431433","Populated Place","Claysville","Huntington","40.9867121","-85.6238701","267","876",TRUE,0.777777777777778
"MAZEVILLE",NA,"MAZEVILLE","GREENBRIER",NA,NA,"WV","1829",TRUE,"1837","7",98028,"Greenbrier","MAYESVILLE","GREENBRIER","WV","1555754","Populated Place","Mayesville","Greenbrier","37.9870639","-80.4614682","648","2126",TRUE,0.777777777777778
"MCARTHURTOWN",NA,"MCARTHURTOWN","VINTON",NA,NA,"OH","1826",TRUE,"1851","4",98073,"Vinton","MCARTHURSTOWN","VINTON","OH","1076353","Populated Place","McArthurstown","Vinton","39.2464596","-82.4784898","233","764",TRUE,0.916666666666667
"MCCAUSLAND",NA,"MCCAUSLAND","MASON",NA,NA,"WV","1903",TRUE,"1919","4",98102,"Mason","MCCANSLAND","MASON","WV","1560259","Populated Place","McCansland (historical)","Mason","38.6603635","-81.9581927","175","574",TRUE,0.9
"MCCONNEL",NA,"MCCONNEL","MOORE",NA,NA,"NC","1913",TRUE,"1936","2",98134,"Moore","MCCONNELL","MOORE","NC","989542","Populated Place","McConnell","Moore","35.4643138","-79.5091919","120","394",TRUE,0.875
"MCCOY'S STATION","MCCOY'S","MCCOY'S STATION","DECATUR",NA,NA,"IN","1856",TRUE,"1882","5",98162,"Decatur","MCCOYS STATION","DECATUR","IN","438817","Populated Place","McCoys Station","Decatur","39.323106","-85.4144121","309","1014",TRUE,0.933333333333333
"MCDONALDS MILLS",NA,"MCDONALDS MILLS","MONTGOMERY",NA,NA,"VA","1847",TRUE,"1913","4",98205,"Montgomery","MCDONALDS MILL","MONTGOMERY","VA","1495916","Populated Place","McDonalds Mill","Montgomery","37.3001306","-80.2756015","526","1726",TRUE,0.933333333333333
"MCGRAWS HILL",NA,"MCGRAWS HILL","WYOMING",NA,NA,"WV","1878",TRUE,"1880","8",98266,"Wyoming","MCGRAWS MILLS","WYOMING","WV","1543008","Populated Place","McGraws Mills","Wyoming","37.6709463","-81.4631599","551","1808",TRUE,0.833333333333333
"MEBANESVILLE",NA,"MEBANESVILLE","ALAMANCE",NA,NA,"NC","1856",TRUE,"1885","3",98495,"Alamance","MEBANSVILLE","ALAMANCE","NC","1021404","Populated Place","Mebansville","Alamance","36.0959715","-79.2669619","206","676",TRUE,0.916666666666667
"MECERSVILLE",NA,"MECERSVILLE","EDGECOMBE",NA,NA,"NC","1827",TRUE,"1831","9",98502,"Edgecombe","MERCERSVILLE","EDGECOMBE","NC","989730","Populated Place","Mercersville","Edgecombe","35.8368233","-77.6930312","35","115",TRUE,0.909090909090909
"MECHANICKSTOWN",NA,"MECHANICKSTOWN","FREDERICK",NA,NA,"MD","1815",TRUE,"1829","7",98506,"Frederick","MECHANICSTOWN","FREDERICK","MD","587792","Populated Place","Mechanicstown","Frederick","39.6237094","-77.4108201","159","522",TRUE,0.928571428571429
"MEDELLINE",NA,"MEDELLINE","PARKE",NA,NA,"IN","1852",TRUE,"1862","7",98540,"Parke","MEDALLINE","PARKE","IN","452213","Populated Place","Medalline","Parke","39.7322651","-87.0805683","224","735",TRUE,0.888888888888889
"MELGREN",NA,"MELGREN","LICKING",NA,NA,"OH","1888",TRUE,"1901","4",98621,"Licking","MELGEN","LICKING","OH","1064324","Populated Place","Melgen","Licking","39.9575653","-82.3782071","358","1175",TRUE,0.857142857142857
"MELLINGTON",NA,"MELLINGTON","KENDALL",NA,NA,"IL","1861",TRUE,"1872","3",98636,"Kendall","MILLINGTON","KENDALL","IL","413615","Populated Place","Millington","Kendall","41.5625305","-88.5984075","172","564",TRUE,0.9
"MERCHISON",NA,"MERCHISON","YANCEY",NA,NA,"NC","1906",TRUE,"1906","7",98773,"Yancey","MURCHISON","YANCEY","NC","1013846","Populated Place","Murchison","Yancey","35.8298368","-82.315959","893","2930",TRUE,0.888888888888889
"METOMKEN",NA,"METOMKEN","ACCOMACK",NA,NA,"VA","1912",TRUE,"1931","2",98908,"Accomack","METOMKIN","ACCOMACK","VA","1493282","Populated Place","Metomkin","Accomack","37.7692947","-75.6027062","8","26",TRUE,0.875
"MICHAEL",NA,"MICHAEL","GRANT",NA,NA,"IN","1892",TRUE,"1902","5",98955,"Grant","MICHAELS","GRANT","IN","439077","Populated Place","Michaels","Grant","40.5236506","-85.7019228","259","850",TRUE,0.857142857142857
"MICHAUX FERRY",NA,"MICHAUX FERRY","POWHATAN",NA,NA,"VA","1876",TRUE,"1884","3",98963,"Powhattan","MICHAUXS FERRY","POWHATAN","VA","1477536","Populated Place","Michauxs Ferry","Powhatan","37.6487579","-77.9019416","96","315",TRUE,0.923076923076923
"MIDDLE POINT",NA,"MIDDLE POINT","FREDERICK",NA,NA,"MD","1890",TRUE,"1901","5",99002,"Frederick","MIDDLEPOINT","FREDERICK","MD","585829","Populated Place","Middlepoint","Frederick","39.5631549","-77.5249882","263","863",TRUE,0.916666666666667
"MIDDLEBURGH",NA,"MIDDLEBURGH","CHAMPAIGN",NA,NA,"OH","1833",TRUE,"1835","8",99033,"Champaign","MIDDLEBURG","CHAMPAIGN","OH","1065371","Populated Place","Middleburg","Champaign","40.255609","-83.8696577","321","1053",TRUE,0.909090909090909
"MIDDLEFORK",NA,"MIDDLEFORK","RANDOLPH",NA,NA,"WV","1848",FALSE,"1905","4",99047,"Randolph","MIDDLE FORK","RANDOLPH","WV","1727024","Populated Place","Middle Fork (historical)","Randolph","38.9134363","-80.0789666","570","1870",TRUE,0.9
"MIDLEY",NA,"MIDLEY","ROANOKE",NA,NA,"VA","1899",TRUE,"1903","6",99094,"Roanoke","MEDLEY","ROANOKE","VA","1499728","Populated Place","Medley","Roanoke","37.3156906","-80.0050399","321","1053",TRUE,0.833333333333333
"MILBERNIE",NA,"MILBERNIE","WAKE",NA,NA,"NC","1858",FALSE,"1878","7",99163,"Wake","MILBURNIE","WAKE","NC","1021445","Populated Place","Milburnie","Wake","35.7959846","-78.534446","80","262",TRUE,0.888888888888889
"MILESVILLE",NA,"MILESVILLE","CASWELL",NA,NA,"NC","1882",TRUE,"1907","5",99192,"Caswell","MILLESVILLE","CASWELL","NC","1021471","Populated Place","Millesville","Caswell","36.3079141","-79.4153003","227","745",TRUE,0.9
"MILL",NA,"MILL","GREEN",NA,NA,"KY","1903",FALSE,"1958","1",99220,"Green","MELL","GREEN","KY","508587","Populated Place","Mell","Green","37.1122808","-85.5285775","306","1004",TRUE,0.75
"MILL PORT",NA,"MILL PORT","MUHLENBERG",NA,NA,"KY","1829",TRUE,"1833","8",99275,"Muhlenberg","MILLPORT","MUHLENBERG","KY","508608","Populated Place","Millport","Muhlenberg","37.3608778","-87.2874974","123","404",TRUE,0.888888888888889
"MILL RUN",NA,"MILL RUN","PRESTON",NA,NA,"WV","1854",FALSE,"1881","5",99277,"Preston","BULL RUN","PRESTON","WV","1536702","Populated Place","Bull Run","Preston","39.5839716","-79.7700558","404","1325",TRUE,0.75
"MILLAGEVILLE",NA,"MILLAGEVILLE","BOONE",NA,NA,"IN","1874",TRUE,"1875","7",99286,"Boone","MILLEDGEVILLE","BOONE","IN","439175","Populated Place","Milledgeville","Boone","39.9742097","-86.4969457","291","955",TRUE,0.833333333333333
"MILLBRANCH",NA,"MILLBRANCH","BRUNSWICK",NA,NA,"NC","1907",TRUE,"1918","4",99304,"Brunswick","MILL BRANCH","BRUNSWICK","NC","1021449","Populated Place","Mill Branch","Brunswick","34.0404487","-78.4730632","17","56",TRUE,0.9
"MILLBROOK",NA,"MILLBROOK","FAIRFAX",NA,NA,"VA","1874",TRUE,"1875","8",99308,"Fairfax","HILLBROOK","FAIRFAX","VA","1493088","Populated Place","Hillbrook","Fairfax","38.8262238","-77.1855366","100","328",TRUE,0.888888888888889
"MILLERTOWN",NA,"MILLERTOWN","ROWAN",NA,NA,"NC","1878",TRUE,"1906","5",99384,"Rowan","MILLERTON","ROWAN","NC","1017391","Populated Place","Millerton (historical)","Rowan","35.5251398","-80.2456104","203","666",TRUE,0.9
"MILLS CENTER",NA,"MILLS CENTER","BROWN",NA,NA,"WI","1867",TRUE,"1906","5",99430,"Brown","MILL CENTER","BROWN","WI","1569466","Populated Place","Mill Center","Brown","44.5880473","-88.1606588","231","758",TRUE,0.916666666666667
"MILLS CORNERS",NA,"MILLS CORNERS","JAY",NA,NA,"IN","1869",TRUE,"1904","4",99431,"Jay","MILL'S CORNER","JAY","IN","447593","Populated Place","Mill's Corner","Jay","40.5333789","-84.9960795","262","860",TRUE,0.846153846153846
"MINTS",NA,"MINTS","SAMPSON",NA,NA,"NC","1900",TRUE,"1939","2",99681,"Sampson","MINTZ","SAMPSON","NC","1021495","Populated Place","Mintz","Sampson","34.8940591","-78.4772278","44","144",TRUE,0.8
"MISSION FIELDS",NA,"MISSION FIELDS","VERMILION",NA,NA,"IL","1890",FALSE,"1894","6",99719,"Vermilion","MISSIONFIELD","VERMILION","IL","413677","Populated Place","Missionfield","Vermilion","40.1047583","-87.7536359","195","640",TRUE,0.857142857142857
"MISTLETOE SPRING",NA,"MISTLETOE SPRING","PRINCE GEORGE'S",NA,NA,"MD","1891",TRUE,"1892","7",99730,"Prince Georges","MISTLETOE SPRINGS","PRINCE GEORGE'S","MD","1714478","Populated Place","Mistletoe Springs","Prince George's","39.0864976","-76.852195","52","171",TRUE,0.9375
"MNOGRAM",NA,"MNOGRAM","BRUNSWICK",NA,NA,"NC","1916",TRUE,"1923","3",99773,"Brunswick","MONOGRAM","BRUNSWICK","NC","1021513","Populated Place","Monogram","Brunswick","33.9393391","-78.3547246","8","26",TRUE,0.857142857142857
"MONT CLAIRE",NA,"MONT CLAIRE","COOK",NA,NA,"IL","1873",TRUE,"1894","4",99990,"Cook","MONT CLARE","COOK","IL","1737791","Populated Place","Mont Clare","Cook","41.9253091","-87.8008931","198","650",TRUE,0.909090909090909
"MONTE VIDEO",NA,"MONTE VIDEO","FAUQUIER",NA,NA,"VA","1832",TRUE,"1835","9",100011,"Fauquier","MONTEVIDEO","FAUQUIER","VA","1749302","Populated Place","Montevideo","Fauquier","38.5665114","-77.6047105","78","256",TRUE,0.909090909090909
"MONTFORT",NA,"MONTFORT","ORANGE",NA,NA,"VA","1898",TRUE,"1902","6",100050,"Orange","MONTFORD","ORANGE","VA","1495066","Populated Place","Montford","Orange","38.2406881","-78.1677803","126","413",TRUE,0.875
"MONTMORENCY",NA,"MONTMORENCY","TIPPECANOE",NA,NA,"IN","1853",FALSE,"1881","3",100089,"Tippecanoe","MONTMORENCI","TIPPECANOE","IN","439370","Populated Place","Montmorenci","Tippecanoe","40.4742011","-87.0294574","213","699",TRUE,0.909090909090909
"MOOMOW",NA,"MOOMOW","ROANOKE",NA,NA,"VA","1885",TRUE,"1903","5",100147,"Roanoke","MOOMAW","ROANOKE","VA","1706748","Populated Place","Moomaw (historical)","Roanoke","37.3745756","-80.1458783","553","1814",TRUE,0.833333333333333
"MOONEY'S MILLS","MOONEYS MILLS","MOONEY'S MILLS","BARRON",NA,NA,"WI","1877",TRUE,"1884","7",100153,"Barron","MOONEYS MILL","BARRON","WI","1566450","Populated Place","Mooneys Mill","Barron","45.3157932","-91.8596188","366","1201",TRUE,0.857142857142857
"MOREHEAD",NA,"MOREHEAD","HURON",NA,NA,"OH","1894",TRUE,"1901","5",100260,"Huron","MOOREHEAD","HURON","OH","1064881","Populated Place","Moorehead","Huron","41.227554","-82.7574062","234","768",TRUE,0.875
"MORGANSBURGH",NA,"MORGANSBURGH","FAUQUIER",NA,NA,"VA","1835",FALSE,"1852","7",100309,"Fauquier","MORGANSBURG","FAUQUIER","VA","1749296","Populated Place","Morgansburg","Fauquier","38.5598457","-77.7388809","98","322",TRUE,0.916666666666667
"MORLEY",NA,"MORLEY","BRAXTON",NA,NA,"WV","1889",TRUE,"1904","5",100338,"Braxton","CORLEY","BRAXTON","WV","1554191","Populated Place","Corley","Braxton","38.7367663","-80.5995366","262","860",TRUE,0.833333333333333
"MORTARSVILLE",NA,"MORTARSVILLE","SANGAMON",NA,NA,"IL","1863",TRUE,"1869","5",100420,"Sangamon","MORTARAVILLE","SANGAMON","IL","1821036","Populated Place","Mortaraville","Sangamon","39.7131048","-89.4709249","180","591",TRUE,0.916666666666667
"MOSELEYS JUNCTION",NA,"MOSELEYS JUNCTION","POWHATAN",NA,NA,"VA","1890",TRUE,"1919","1",100474,"Powhattan","MOSELYS JUNCTION","POWHATAN","VA","1470776","Populated Place","Moselys Junction","Powhatan","37.4751489","-77.778885","95","312",TRUE,0.941176470588235
"MOUNT  AUBURN",NA,"MOUNT  AUBURN","SHELBY",NA,NA,"IN","1844",TRUE,"1905","4",100557,"Shelby","MOUNT AUBURN","SHELBY","IN","439520","Populated Place","Mount Auburn","Shelby","39.3925504","-85.8935973","250","820",TRUE,0.923076923076923
"MOUNT  CARMEL",NA,"MOUNT  CARMEL","FRANKLIN",NA,NA,"IN","1840",TRUE,"1906","4",100559,"Franklin","MOUNT CARMEL","FRANKLIN","IN","439534","Populated Place","Mount Carmel","Franklin","39.4072748","-84.8732888","310","1017",TRUE,0.923076923076923
"MOUNT  COMFORT",NA,"MOUNT  COMFORT","HANCOCK",NA,NA,"IN","1851",TRUE,"1956","1",100560,"Hancock","MOUNT COMFORT","HANCOCK","IN","439557","Populated Place","Mount Comfort","Hancock","39.8308746","-85.9152587","261","856",TRUE,0.928571428571429
"MOUNT  ETNA",NA,"MOUNT  ETNA","HUNTINGTON",NA,NA,"IN","1848",TRUE,"1920","3",100563,"Huntington","MOUNT ETNA","HUNTINGTON","IN","439560","Populated Place","Mount Etna","Huntington","40.7425444","-85.5619208","247","810",TRUE,0.909090909090909
"MOUNT  HEALTHY",NA,"MOUNT  HEALTHY","BARTHOLOMEW",NA,NA,"IN","1850",FALSE,"1888","5",100565,"Bartholomew","MOUNT HEALTHY","BARTHOLOMEW","IN","451244","Populated Place","Mount Healthy","Bartholomew","39.0806073","-86.0377651","196","643",TRUE,0.928571428571429
"MOUNT  JACKSON",NA,"MOUNT  JACKSON","MARION",NA,NA,"IN","1832",FALSE,"1898","1",100570,"Marion","MOUNT JACKSON","MARION","IN","439587","Populated Place","Mount Jackson","Marion","39.7653213","-86.2066547","215","705",TRUE,0.928571428571429
"MOUNT  LIBERTY",NA,"MOUNT  LIBERTY","BROWN",NA,NA,"IN","1856",FALSE,"1932","2",100572,"Brown","MOUNT LIBERTY","BROWN","IN","439597","Populated Place","Mount Liberty","Brown","39.1842169","-86.1302695","208","682",TRUE,0.928571428571429
"MOUNT  MERIDIAN",NA,"MOUNT  MERIDIAN","PUTNAM",NA,NA,"IN","1835",TRUE,"1905","4",100573,"Putnam","MOUNT MERIDIAN","PUTNAM","IN","439601","Populated Place","Mount Meridian","Putnam","39.6019909","-86.7575069","247","810",TRUE,0.933333333333333
"MOUNT  OLIVE",NA,"MOUNT  OLIVE","MARTIN",NA,NA,"IN","1887",TRUE,"1916","3",100576,"Martin","MOUNT OLIVE","MARTIN","IN","451249","Populated Place","Mount Olive","Martin","38.7986611","-86.6941646","160","525",TRUE,0.916666666666667
"MOUNT  PISGAH",NA,"MOUNT  PISGAH","LAGRANGE",NA,NA,"IN","1848",FALSE,"1907","4",100577,"Lagrange","MOUNT PISGAH","LAGRANGE","IN","441199","Populated Place","Mount Pisgah","LaGrange","41.6031057","-85.2435855","296","971",TRUE,0.923076923076923
"MOUNT  PLEASANT",NA,"MOUNT  PLEASANT","MARTIN",NA,NA,"IN","1824",TRUE,"1862","7",100578,"Martin","MOUNT PLEASANT","MARTIN","IN","439638","Populated Place","Mount Pleasant","Martin","38.651995","-86.8922239","181","594",TRUE,0.933333333333333
"MOUNT  PLEASANT",NA,"MOUNT  PLEASANT","PERRY",NA,NA,"IN","1869",TRUE,"1943","2",100579,"Perry","MOUNT PLEASANT","PERRY","IN","451251","Populated Place","Mount Pleasant","Perry","38.1217286","-86.5177586","240","787",TRUE,0.933333333333333
"MOUNT  PROSPECT",NA,"MOUNT  PROSPECT","CRAWFORD",NA,NA,"IN","1835",FALSE,"1918","3",100580,"Crawford","MOUNT PROSPECT","CRAWFORD","IN","450721","Populated Place","Mount Prospect","Crawford","38.3808917","-86.5030407","194","636",TRUE,0.933333333333333
"MOUNT  STERLING",NA,"MOUNT  STERLING","SWITZERLAND",NA,NA,"IN","1819",FALSE,"1907","4",100582,"Switzerland","MOUNT STERLING","SWITZERLAND","IN","439699","Populated Place","Mount Sterling","Switzerland","38.7958946","-85.0738401","243","797",TRUE,0.933333333333333
"MOUNT  TABOR",NA,"MOUNT  TABOR","MONROE",NA,NA,"IN","1831",TRUE,"1860","7",100584,"Monroe","MOUNT TABOR","MONROE","IN","439704","Populated Place","Mount Tabor","Monroe","39.3114349","-86.6333347","177","581",TRUE,0.916666666666667
"MOUNT  ZION",NA,"MOUNT  ZION","WELLS",NA,NA,"IN","1873",FALSE,"1917","3",100588,"Wells","MOUNT ZION","WELLS","IN","439724","Populated Place","Mount Zion","Wells","40.650323","-85.3346944","263","863",TRUE,0.909090909090909
"MOUNT STEPHENS",NA,"MOUNT STEPHENS","ROCKINGHAM",NA,NA,"VA","1821",TRUE,"1823","9",100802,"Rockingham","MOUNT STEVENS","ROCKINGHAM","VA","1495970","Populated Place","Mount Stevens","Rockingham","38.3570713","-78.9408615","371","1217",TRUE,0.857142857142857
"MOUNT TURZAH",NA,"MOUNT TURZAH","PERSON",NA,NA,"NC","1795",TRUE,"1881","6",100817,"Person","MOUNT TIRZAH","PERSON","NC","1021561","Populated Place","Mount Tirzah","Person","36.2801418","-78.9069522","205","673",TRUE,0.916666666666667
"MOUNTAIN VIEW",NA,"MOUNTAIN VIEW","FAUQUIER",NA,NA,"VA","1831",TRUE,"1835","9",100906,"Fauquier","MOUNTAINVIEW","FAUQUIER","VA","1749302","Populated Place","Mountainview","Fauquier","38.5665114","-77.6047105","78","256",TRUE,0.923076923076923
"MOXLEYS LANDING",NA,"MOXLEYS LANDING","LIVINGSTON",NA,NA,"KY","1879",TRUE,"1884","6",100972,"Livingston","MOXLEY LANDING","LIVINGSTON","KY","508655","Populated Place","Moxley Landing","Livingston","37.1861657","-88.3058664","98","322",TRUE,0.933333333333333
"MTLBURNIE",NA,"MTLBURNIE","WAKE",NA,NA,"NC","1891",TRUE,"1892","7",100980,"Wake","MILBURNIE","WAKE","NC","1021445","Populated Place","Milburnie","Wake","35.7959846","-78.534446","80","262",TRUE,0.888888888888889
"MUCKROSS",NA,"MUCKROSS","MECKLENBURG",NA,NA,"VA","1885",TRUE,"1907","5",100986,"Mecklenburg","MUCK CROSS","MECKLENBURG","VA","1500759","Populated Place","Muck Cross","Mecklenburg","36.7179185","-78.3677756","116","381",TRUE,0.75
"MUDDY FORK",NA,"MUDDY FORK","SCOTT",NA,NA,"KY","1890",TRUE,"1893","6",101013,"Scott","MUDDY FORD","SCOTT","KY","508656","Populated Place","Muddy Ford","Scott","38.3092404","-84.5024413","268","879",TRUE,0.9
"MUDGE STATION","MUDGE","MUDGE STATION","WHITE",NA,NA,"IN","1854",FALSE,"1860","7",101020,"White","MUDGES STATION","WHITE","IN","432383","Populated Place","Mudges Station","White","40.6630933","-86.8694571","217","712",TRUE,0.923076923076923
"MULLER'S LAKE","MULLERS LAKE","MULLER'S LAKE","LANGLADE",NA,NA,"WI","1879",TRUE,"1889","7",101057,"Langlade","MUELLER'S LAKE","LANGLADE","WI","1571734","Populated Place","Mueller's Lake","Langlade","45.1685788","-88.9901102","462","1516",TRUE,0.923076923076923
"MUNCIETOWN",NA,"MUNCIETOWN","DELAWARE",NA,NA,"IN","1828",TRUE,"1855","5",101077,"Delaware","MUNSEETOWN","DELAWARE","IN","439878","Populated Place","Munseetown","Delaware","40.1933767","-85.3863599","290","951",TRUE,0.8
"MUSSERS MILLS",NA,"MUSSERS MILLS","MAHONING",NA,NA,"OH","1807",TRUE,"1819","7",101210,"Mahoning","MUSSERS MILL","MAHONING","OH","1061535","Populated Place","Mussers Mill","Mahoning","40.9125611","-80.5303471","344","1129",TRUE,0.923076923076923
"MYERSTOWN",NA,"MYERSTOWN","JEFFERSON",NA,NA,"WV","1892",TRUE,"1903","5",101231,"Jefferson","MEYERSTOWN","JEFFERSON","WV","1549819","Populated Place","Meyerstown","Jefferson","39.2059364","-77.8633286","146","479",TRUE,0.888888888888889
"NANTEHALA",NA,"NANTEHALA","SWAIN",NA,NA,"NC","1889",TRUE,"1892","3",101335,"Swain","NANTAHALA","SWAIN","NC","1013867","Populated Place","Nantahala","Swain","35.2881467","-83.6665581","594","1949",TRUE,0.888888888888889
"NASEONGO",NA,"NASEONGO","WORCESTER",NA,NA,"MD","1831",TRUE,"1832","9",101399,"Worcester","NESCONGO","WORCESTER","MD","590265","Populated Place","Nescongo","Worcester","38.2042859","-75.471587","9","30",TRUE,0.75
"NASH'S FORD","NASHS FORD","NASH'S FORD","RUSSELL",NA,NA,"VA","1850",FALSE,"1866","7",101414,"Russell","NASH FORD","RUSSELL","VA","1495993","Populated Place","Nash Ford","Russell","36.9701089","-82.0754084","491","1611",TRUE,0.818181818181818
"NASHVILLE",NA,"NASHVILLE","ACCOMACK",NA,NA,"VA","1877",TRUE,"1879","6",101425,"Accomack","CASHVILLE","ACCOMACK","VA","1477187","Populated Place","Cashville","Accomack","37.7020745","-75.8082651","2","7",TRUE,0.888888888888889
"NASHVILLE",NA,"NASHVILLE","ACCOMACK",NA,NA,"VA","1908",TRUE,"1955","1",101426,"Accomack","CASHVILLE","ACCOMACK","VA","1477187","Populated Place","Cashville","Accomack","37.7020745","-75.8082651","2","7",TRUE,0.888888888888889
"NEABSCO MILLS",NA,"NEABSCO MILLS","PRINCE WILLIAM",NA,NA,"VA","1852",FALSE,"1902","3",101516,"Prince William","NEABSCO HILLS","PRINCE WILLIAM","VA","1761225","Populated Place","Neabsco Hills","Prince William","38.6259517","-77.3344282","70","230",TRUE,0.923076923076923
"NEAPOLIS",NA,"NEAPOLIS","PITTSYLVANIA",NA,NA,"VA","1894",TRUE,"1896","7",101533,"Pittsylvania","NEOPOLIS","PITTSYLVANIA","VA","1495994","Populated Place","Neopolis","Pittsylvania","36.9868073","-79.2672444","243","797",TRUE,0.875
"NELSON FURNACE",NA,"NELSON FURNACE","NELSON",NA,NA,"KY","1858",FALSE,"1879","5",101659,"Nelson","NELSON-FURNACE","NELSON","KY","508686","Populated Place","Nelson-Furnace","Nelson","37.7308957","-85.6396825","150","492",TRUE,0.928571428571429
"NEPAWAN",NA,"NEPAWAN","WAUPACA",NA,NA,"WI","1852",TRUE,"1855","8",101696,"Waupaca","NEPEWAN","WAUPACA","WI","1572728","Populated Place","Nepewan","Waupaca","44.3130336","-89.1531703","267","876",TRUE,0.857142857142857
"NEURN",NA,"NEURN","KEWAUNEE",NA,NA,"WI","1895",TRUE,"1904","5",101761,"Kewaunee","NEUERN","KEWAUNEE","WI","1570577","Populated Place","Neuern","Kewaunee","44.5019396","-87.7248141","257","843",TRUE,0.8
"NEW CASTLE",NA,"NEW CASTLE","SALINE",NA,NA,"IL","1889",TRUE,"1896","5",101885,"Saline","NEWCASTLE","SALINE","IL","423020","Populated Place","Newcastle","Saline","37.650605","-88.6714452","129","423",TRUE,0.9
"NEW CENTREVILLE",NA,"NEW CENTREVILLE","ST. CROIX",NA,NA,"WI","1856",TRUE,"1906","5",101894,"St Croix","NEW CENTERVILLE","ST. CROIX","WI","1581615","Populated Place","New Centerville","St. Croix","44.8669109","-92.4135236","321","1053",TRUE,0.866666666666667
"NEW CRAMBERSBURG","NEW CRAMBERSBURGH","NEW CRAMBERSBURG(H)","COLUMBIANA",NA,NA,"OH","1846",TRUE,"1904","4",101915,"Columbiana","NEW CHAMBERSBURG","COLUMBIANA","OH","1060948","Populated Place","New Chambersburg","Columbiana","40.7875589","-81.03176","391","1283",TRUE,0.9375
"NEW FOUND",NA,"NEW FOUND","BUNCOMBE",NA,NA,"NC","1876",TRUE,"1911","4",101948,"Buncombe","NEWFOUND","BUNCOMBE","NC","1021643","Populated Place","Newfound","Buncombe","35.6042738","-82.7317991","659","2162",TRUE,0.888888888888889
"NEW GLASGOW DEPOT",NA,"NEW GLASGOW DEPOT","AMHERST",NA,NA,"VA","1876",TRUE,"1896","5",101966,"Amherst","NEW GLASCOW DEPOT","AMHERST","VA","1477575","Populated Place","New Glascow Depot","Amherst","37.6293084","-78.978912","232","761",TRUE,0.941176470588235
"NEW INSTITUTE",NA,"NEW INSTITUTE","IREDELL",NA,NA,"NC","1852",TRUE,"1856","8",102039,"Iredell","NEW INSITUTE","IREDELL","NC","991630","Populated Place","New Insitute","Iredell","35.9526349","-80.8397929","278","912",TRUE,0.923076923076923
"NEW MASSILON",NA,"NEW MASSILON","WAYNE",NA,NA,"IL","1854",TRUE,"1865","5",102108,"Wayne","NEW MASSILLON","WAYNE","IL","1823892","Populated Place","New Massillon (historical)","Wayne","38.4381043","-88.1964299","128","420",TRUE,0.916666666666667
"NEWBURGH",NA,"NEWBURGH","MACON",NA,NA,"IL","1870",TRUE,"1874","5",102316,"Macon","NEWBURG","MACON","IL","414482","Populated Place","Newburg","Macon","39.9811475","-88.8039638","208","682",TRUE,0.875
